League;country;qtd_jogos;qtd_stats_true;media_goals_total_ft;cv_goals_total;goal_asymmetry;open_game_index;media_goals_home_ft;media_goals_away_ft;home_bias;freq_btts;freq_no_goal;qtd_zebra_away;freq_zebra_away_score;qtd_zebra_home;freq_zebra_home_score;zebra_index
Croatia 1.NL;Croatia;91,0;91,0;2,33;0,63;0,66;0,85;1,49;0,84;0,64;0,41;0,59;14,0;0,57;0,0;0,0;0,29
Women’s International;International (World);91,0;91,0;2,92;0,61;0,79;1,13;1,86;1,07;0,64;0,42;0,58;31,0;0,23;7,0;0,71;0,47
Mauritania Division 1;Mauritania;90,0;90,0;2,47;0,62;0,24;0,94;1,36;1,11;0,55;0,5;0,5;12,0;0,42;3,0;0,67;0,54
Gambia Division 2;Gambia;90,0;90,0;2,21;0,64;0,12;0,8;1,17;1,04;0,53;0,51;0,49;2,0;1,0;0,0;0,0;0,5
Greece Super League Women;Greece;90,0;90,0;2,74;0,64;0,46;0,99;1,6;1,14;0,58;0,41;0,59;34,0;0,38;23,0;0,39;0,39
Wales League Cup;Wales;90,0;90,0;3,63;0,52;0,37;1,74;2,0;1,63;0,55;0,61;0,39;21,0;0,71;11,0;0,45;0,58
Morocco GNF 2;Morocco;90,0;90,0;1,93;0,65;0,18;0,67;1,06;0,88;0,55;0,39;0,61;1,0;1,0;0,0;0,0;0,5
Trinidad & Tobago Premier League;Trinidad & Tobago;90,0;90,0;3,44;0,48;0,07;1,77;1,69;1,76;0,49;0,57;0,43;15,0;0,47;10,0;0,5;0,48
Bolivia Primera Division;Bolivia;89,0;89,0;3,88;0,57;1,25;1,65;2,56;1,31;0,66;0,62;0,38;34,0;0,53;3,0;0,33;0,43
Belgium Reserve League;Belgium;89,0;88,0;3,88;0,53;0,62;1,81;2,25;1,63;0,58;0,67;0,33;14,0;0,64;6,0;0,67;0,65
Slovenia 2. SNL;Slovenia;89,0;89,0;2,66;0,68;0,51;0,84;1,58;1,08;0,59;0,48;0,52;20,0;0,6;7,0;0,71;0,66
North Macedonia First League;North Macedonia;89,0;89,0;2,85;0,68;0,34;0,91;1,6;1,26;0,56;0,38;0,62;28,0;0,46;11,0;0,45;0,46
Malaysia Super League;Malaysia;88,0;88,0;3,12;0,56;0,08;1,36;1,52;1,6;0,49;0,48;0,52;20,0;0,45;16,0;0,19;0,32
England FA National League Cup Women;England;88,0;88,0;3,32;0,51;0,18;1,64;1,75;1,57;0,53;0,52;0,48;16,0;0,56;11,0;0,36;0,46
England FA WSL 2;England;88,0;88,0;2,95;0,54;0,43;1,36;1,69;1,26;0,57;0,62;0,38;17,0;0,53;12,0;0,83;0,68
Brazil Serie B;Brazil;88,0;88,0;2,12;0,66;0,22;0,72;1,17;0,95;0,55;0,51;0,49;14,0;0,36;2,0;1,0;0,68
Copa Libertadores Qualification;International (South America);88,0;88,0;2,17;0,69;0,35;0,67;1,26;0,91;0,58;0,45;0,55;37,0;0,65;1,0;1,0;0,82
Netherlands U21 League;Netherlands;88,0;88,0;4,05;0,49;0,11;2,06;1,97;2,08;0,49;0,69;0,31;9,0;0,67;5,0;1,0;0,83
France Division 1 Women;France;88,0;88,0;2,78;0,57;0,35;1,18;1,22;1,57;0,44;0,42;0,58;19,0;0,26;19,0;0,37;0,32
Turkey Cup;Turkey;87,0;87,0;2,79;0,64;0,33;1,0;1,56;1,23;0,56;0,46;0,54;28,0;0,5;13,0;0,54;0,52
Türkiye 3.Lig Group 4;Turkey;87,0;86,0;2,64;0,63;0,14;0,97;1,25;1,39;0,47;0,41;0,59;18,0;0,61;8,0;0,25;0,43
Malaysia Liga A1 Semi Pro;Malaysia;87,0;87,0;2,91;0,69;0,24;0,92;1,57;1,33;0,54;0,4;0,6;22,0;0,41;17,0;0,18;0,29
Spain Tercera Group 11;Spain;86,0;86,0;3,01;0,64;0,55;1,1;1,78;1,23;0,59;0,47;0,53;22,0;0,36;5,0;0,6;0,48
Albania First Division;Albania;86,0;85,0;2,31;0,68;0,15;0,73;1,23;1,08;0,53;0,47;0,53;24,0;0,62;8,0;0,5;0,56
Montenegro Prva Liga;Montenegro;86,0;86,0;2,16;0,77;0,28;0,49;1,22;0,94;0,56;0,41;0,59;5,0;0,4;0,0;0,0;0,2
Luxembourg Division Nationale;Luxembourg;86,0;86,0;2,79;0,63;0,21;1,03;1,29;1,5;0,46;0,51;0,49;13,0;0,54;10,0;0,3;0,42
Czechia 2. Liga;Czech Republic;86,0;86,0;2,52;0,62;0,17;0,96;1,35;1,17;0,53;0,47;0,53;10,0;0,7;2,0;0,5;0,6
Finland Liigacup;Finland;86,0;86,0;3,2;0,51;0,22;1,56;1,71;1,49;0,53;0,59;0,41;13,0;0,62;5,0;0,2;0,41
Australia New South Wales League 1;Australia;86,0;86,0;3,12;0,62;0,19;1,17;1,65;1,47;0,53;0,65;0,35;6,0;0,67;0,0;0,0;0,33
UEFA Youth League;International (Europe);86,0;86,0;4,01;0,52;0,59;1,93;2,3;1,71;0,57;0,59;0,41;21,0;0,52;10,0;0,4;0,46
Chile Primera B;Chile;85,0;84,0;2,85;0,54;0,35;1,32;1,6;1,25;0,56;0,64;0,36;0,0;0,0;0,0;0,0;0,0
Zanzibar Premier League;Tanzania;85,0;85,0;2,24;0,73;0,33;0,6;1,28;0,95;0,57;0,42;0,58;13,0;0,46;2,0;0,5;0,48
Cambodia Cup;Cambodia;85,0;85,0;3,72;0,72;0,16;1,05;1,94;1,78;0,52;0,52;0,48;24,0;0,5;16,0;0,5;0,5
Cameroon Elite One;Cameroon;85,0;85,0;2,26;0,7;0,42;0,68;1,34;0,92;0,59;0,44;0,56;7,0;0,71;0,0;0,0;0,36
Guatemala Segunda Division;Guatemala;85,0;85,0;2,88;0,54;0,88;1,34;1,88;1,0;0,65;0,47;0,53;17,0;0,41;2,0;0,5;0,46
Portugal Cup Women;Portugal;85,0;85,0;3,46;0,61;0,54;1,36;2,0;1,46;0,58;0,45;0,55;28,0;0,54;26,0;0,27;0,4
Uzbekistan PFL;Uzbekistan;84,0;84,0;2,56;0,57;0,08;1,09;1,32;1,24;0,52;0,55;0,45;10,0;0,5;3,0;0,0;0,25
Brazil Copa Rio;Brazil;84,0;84,0;1,87;0,7;0,13;0,55;1,0;0,87;0,54;0,31;0,69;11,0;0,27;7,0;0,43;0,35
Switzerland 1.Liga Promotion;Switzerland;84,0;84,0;3,42;0,57;0,15;1,48;1,79;1,63;0,52;0,62;0,38;4,0;1,0;2,0;0,5;0,75
South Korea K League 1;South Korea;84,0;84,0;2,25;0,67;0,04;0,74;1,11;1,14;0,49;0,51;0,49;7,0;0,43;0,0;0,0;0,21
Croatia Cup;Croatia;83,0;83,0;3,1;0,71;0,42;0,89;1,34;1,76;0,43;0,4;0,6;14,0;0,14;30,0;0,53;0,34
Qatar Stars League;Qatar;83,0;83,0;3,47;0,53;0,24;1,64;1,61;1,86;0,47;0,69;0,31;10,0;0,6;8,0;1,0;0,8
Slovenia U19 League;Slovenia;83,0;83,0;3,66;0,47;0,1;1,94;1,88;1,78;0,51;0,63;0,37;17,0;0,59;7,0;0,43;0,51
Spain U19 Cup;Spain;83,0;83,0;3,1;0,64;0,86;1,11;1,98;1,12;0,64;0,57;0,43;16,0;0,56;0,0;0,0;0,28
Hong Kong FA Cup Junior Division;Hong Kong;82,0;82,0;3,9;0,59;0,61;1,61;2,26;1,65;0,58;0,6;0,4;25,0;0,6;14,0;0,5;0,55
Greece Super League U19;Greece;82,0;82,0;2,51;0,61;0,15;0,98;1,33;1,18;0,53;0,46;0,54;21,0;0,33;10,0;0,4;0,37
Serbia U19 League;Serbia;82,0;82,0;3,57;0,58;0,57;1,49;2,07;1,5;0,58;0,61;0,39;16,0;0,62;4,0;0,25;0,44
Scotland Lowland League;Scotland;82,0;82,0;3,93;0,44;0,39;2,21;2,16;1,77;0,55;0,7;0,3;11,0;0,55;8,0;0,62;0,59
Bosnia & Herzegovina Cup;Bosnia;82,0;82,0;2,61;0,66;0,41;0,88;1,51;1,1;0,58;0,35;0,65;23,0;0,35;19,0;0,42;0,38
England Super League Women;England;82,0;82,0;3,1;0,66;0,37;1,05;1,73;1,37;0,56;0,56;0,44;23,0;0,65;16,0;0,5;0,58
Montenegro Druga Liga;Montenegro;82,0;82,0;2,61;0,66;0,51;0,89;1,56;1,05;0,6;0,41;0,59;14,0;0,57;4,0;0,5;0,54
Morocco GNF 1;Morocco;82,0;82,0;2,17;0,69;0,12;0,68;1,15;1,02;0,53;0,49;0,51;15,0;0,33;9,0;0,56;0,44
Hong Kong 2nd Division;Hong Kong;81,0;81,0;3,54;0,66;0,09;1,19;1,73;1,81;0,49;0,58;0,42;16,0;0,69;12,0;0,58;0,64
Andorra Premier Division;Andorra;81,0;81,0;2,72;0,7;0,22;0,82;1,47;1,25;0,54;0,37;0,63;25,0;0,28;22,0;0,27;0,28
Netherlands Eredivisie Women;Netherlands;81,0;81,0;3,32;0,6;0,56;1,34;1,94;1,38;0,58;0,52;0,48;25,0;0,52;20,0;0,55;0,54
Malta FA Trophy;Malta;81,0;81,0;2,83;0,58;0,53;1,18;1,68;1,15;0,59;0,42;0,58;29,0;0,28;10,0;0,3;0,29
Slovenia Prva Liga;Slovenia;80,0;80,0;3,1;0,53;0,48;1,46;1,79;1,31;0,58;0,6;0,4;17,0;0,65;5,0;0,6;0,62
Saudi Arabia U21 League;Saudi Arabia;80,0;80,0;3,28;0,52;0,32;1,57;1,8;1,48;0,55;0,68;0,32;11,0;0,73;5,0;0,8;0,76
Uruguay Cup;Uruguay;80,0;80,0;2,62;0,59;0,15;1,09;1,39;1,24;0,53;0,49;0,51;14,0;0,36;18,0;0,5;0,43
Croatia 3.NL;Croatia;79,0;79,0;3,19;0,53;0,71;1,49;1,95;1,24;0,61;0,54;0,46;12,0;0,42;0,0;0,0;0,21
Vietnam V-League;Vietnam;79,0;79,0;2,62;0,61;0,27;1,02;1,44;1,18;0,55;0,53;0,47;17,0;0,53;7,0;0,57;0,55
England League Cup Women;England;79,0;79,0;3,44;0,6;0,15;1,39;1,65;1,8;0,48;0,54;0,46;23,0;0,61;19,0;0,58;0,59
England Southern Premier League South;England;79,0;79,0;3,28;0,57;0,67;1,43;1,97;1,3;0,6;0,58;0,42;7,0;0,43;1,0;0,0;0,21
Bosnia & Herzegovina 1st League;Bosnia;79,0;79,0;2,37;0,65;0,85;0,83;1,61;0,76;0,68;0,35;0,65;24,0;0,29;0,0;0,0;0,15
Czechia Youth League;Czech Republic;77,0;77,0;3,42;0,56;0,51;1,49;1,96;1,45;0,57;0,69;0,31;6,0;0,67;3,0;0,33;0,5
Azerbaijan Division 1;Azerbaijan;77,0;77,0;2,78;0,69;0,1;0,86;1,44;1,34;0,52;0,48;0,52;15,0;0,6;14,0;0,29;0,44
Belgium Cup;Belgium;77,0;76,0;3,06;0,56;0,55;1,35;1,81;1,26;0,59;0,53;0,47;22,0;0,55;11,0;0,45;0,5
Indonesia Liga 4;Indonesia;77,0;77,0;3,0;0,64;0,04;1,09;1,52;1,48;0,51;0,49;0,51;15,0;0,6;7,0;0,71;0,66
Saint Kitts & Nevis Premier League;Saint Kitts & Nevis;77,0;75,0;3,7;0,61;0,01;1,44;1,86;1,84;0,5;0,53;0,47;19,0;0,58;18,0;0,5;0,54
Venezuela Segunda Division;Venezuela;77,0;77,0;2,38;0,61;0,01;0,93;1,19;1,18;0,5;0,58;0,42;10,0;0,5;0,0;0,0;0,25
Jordan Shield Cup;Jordan;77,0;77,0;2,26;0,66;0,13;0,76;1,19;1,06;0,53;0,48;0,52;12,0;0,75;10,0;0,3;0,52
Denmark Division 1;Denmark;77,0;77,0;2,77;0,62;0,19;1,06;1,48;1,29;0,54;0,55;0,45;5,0;0,8;1,0;1,0;0,9
Brazil Serie A U20;Brazil;76,0;75,0;3,2;0,69;0,25;1,01;1,72;1,47;0,54;0,62;0,38;9,0;0,78;0,0;0,0;0,39
Norway Eliteserien;Norway;76,0;76,0;3,17;0,53;0,67;1,49;1,92;1,25;0,61;0,54;0,46;17,0;0,41;8,0;0,62;0,52
UAE Premier League;UAE;76,0;76,0;2,87;0,57;0,11;1,23;1,38;1,49;0,48;0,55;0,45;14,0;0,43;10,0;0,6;0,51
Bahrain Premier League;Bahrain;76,0;76,0;2,33;0,62;0,01;0,88;1,16;1,17;0,5;0,36;0,64;14,0;0,36;13,0;0,46;0,41
China Super League;China;76,0;76,0;2,86;0,64;0,49;1,02;1,67;1,18;0,59;0,54;0,46;17,0;0,65;5,0;0,6;0,62
Türkiye 3.Lig Group 3;Turkey;75,0;74,0;2,27;0,73;0,32;0,61;1,29;0,97;0,57;0,4;0,6;13,0;0,46;5,0;0,4;0,43
Senegal League Cup;Senegal;75,0;75,0;1,67;0,81;0,2;0,32;0,73;0,93;0,44;0,36;0,64;6,0;0,17;5,0;0,4;0,28
Spain Tercera Group 12;Spain;74,0;74,0;2,59;0,57;0,51;1,12;1,55;1,04;0,6;0,53;0,47;12,0;0,58;2,0;1,0;0,79
Saudi Arabia Division 2;Saudi Arabia;74,0;74,0;2,66;0,61;0,47;1,05;1,57;1,09;0,59;0,61;0,39;9,0;0,33;4,0;0,75;0,54
Nicaragua Clausura;Nicaragua;74,0;74,0;2,69;0,65;0,04;0,93;1,36;1,32;0,51;0,47;0,53;19,0;0,68;7,0;0,29;0,48
UEFA Women's Champions League Qualifying;International (Europe);73,0;73,0;3,29;0,53;0,44;1,56;1,86;1,42;0,57;0,48;0,52;26,0;0,35;12,0;0,42;0,38
Suriname Major League;Suriname;73,0;73,0;3,11;0,58;0,04;1,29;1,58;1,53;0,51;0,55;0,45;15,0;0,6;12,0;0,5;0,55
USA USL Super League Women;USA;73,0;73,0;2,49;0,49;0,19;1,28;1,15;1,34;0,46;0,42;0,58;6,0;0,33;1,0;1,0;0,67
Brazil Copa Verde;Brazil;72,0;71,0;2,94;0,7;0,78;0,87;1,86;1,08;0,63;0,51;0,49;26,0;0,5;2,0;0,5;0,5
Brazil Campeonato Paulista;Brazil;72,0;72,0;2,33;0,61;0,64;0,91;1,49;0,85;0,64;0,42;0,58;21,0;0,33;5,0;0,8;0,57
Wales Cup;Wales;72,0;72,0;3,78;0,55;0,42;1,69;2,1;1,68;0,56;0,6;0,4;23,0;0,52;14,0;0,93;0,73
Israel Youth Cup;Israel;72,0;72,0;3,18;0,54;0,07;1,45;1,56;1,62;0,49;0,58;0,42;12,0;0,42;11,0;0,64;0,53
Myanmar Cup;Myanmar;71,0;71,0;3,73;0,7;0,58;1,12;1,58;2,15;0,42;0,55;0,45;19,0;0,53;20,0;0,6;0,56
Poland Youth League;Poland;71,0;71,0;3,42;0,61;0,41;1,33;1,92;1,51;0,56;0,61;0,39;11,0;0,64;0,0;0,0;0,32
Denmark Future Cup;Denmark;71,0;71,0;3,93;0,5;0,01;1,96;1,97;1,96;0,5;0,7;0,3;6,0;0,67;1,0;1,0;0,83
Brazil Copa Gaucho;Brazil;70,0;70,0;2,67;0,66;0,84;0,9;1,76;0,91;0,66;0,44;0,56;10,0;0,3;2,0;0,5;0,4
Cyprus Cup;Cyprus;70,0;70,0;3,3;0,59;0,19;1,36;1,74;1,56;0,53;0,56;0,44;27,0;0,63;14,0;0,36;0,49
Dominican Republic Liga;Dominican Republic;70,0;70,0;2,36;0,66;0,13;0,8;1,24;1,11;0,53;0,4;0,6;6,0;0,67;2,0;0,0;0,33
South Africa Cup;South Africa;70,0;70,0;2,4;0,72;0,23;0,67;1,31;1,09;0,55;0,5;0,5;20,0;0,4;10,0;0,6;0,5
Qatar Reserve League;Qatar;70,0;70,0;2,5;0,71;0,16;0,72;1,33;1,17;0,53;0,5;0,5;0,0;0,0;0,0;0,0;0,0
Kosovo Superliga;Kosovo;69,0;69,0;2,36;0,65;0,36;0,82;1,36;1,0;0,58;0,51;0,49;7,0;0,71;0,0;0,0;0,36
Finland Kolmonen;Finland;69,0;69,0;3,91;0,57;0,06;1,69;1,93;1,99;0,49;0,7;0,3;7,0;0,57;4,0;0,75;0,66
Republic of Ireland Leinster Senior League;Ireland;69,0;69,0;3,64;0,55;0,01;1,64;1,83;1,81;0,5;0,67;0,33;8,0;0,75;4,0;0,75;0,75
South Africa National Div 1;South Africa;69,0;68,0;2,06;0,72;0,64;0,57;1,35;0,71;0,65;0,42;0,58;2,0;0,5;0,0;0,0;0,25
Swiss Cup;Switzerland;69,0;69,0;3,07;0,62;1,16;1,18;0,96;2,12;0,31;0,51;0,49;1,0;1,0;38,0;0,58;0,79
Brazil Campeonato Catarinense;Brazil;69,0;69,0;2,38;0,69;0,46;0,74;1,42;0,96;0,6;0,45;0,55;16,0;0,5;2,0;1,0;0,75
Hong Kong Premier League;Hong Kong;68,0;68,0;3,38;0,6;0,47;1,35;1,93;1,46;0,57;0,56;0,44;16,0;0,38;10,0;0,5;0,44
Jordan League;Jordan;68,0;68,0;2,82;0,63;0,06;1,05;1,38;1,44;0,49;0,5;0,5;16,0;0,44;13,0;0,62;0,53
Tunisia Cup;Tunisia;68,0;67,0;2,4;0,81;0,25;0,45;1,32;1,07;0,55;0,46;0,54;19,0;0,53;10,0;0,5;0,51
Uganda Cup;Uganda;68,0;68,0;2,28;0,64;0,16;0,83;1,22;1,06;0,54;0,29;0,71;15,0;0,2;6,0;0,17;0,18
Mexico Copa Conecta;Mexico;68,0;68,0;2,59;0,65;0,0;0,9;1,29;1,29;0,5;0,51;0,49;1,0;1,0;7,0;0,43;0,71
England Southern League Div One;England;68,0;68,0;3,37;0,48;0,51;1,76;1,94;1,43;0,58;0,59;0,41;13,0;0,46;4,0;0,5;0,48
Brazil Campeonato Goiano;Brazil;67,0;67,0;2,51;0,61;0,45;0,99;1,48;1,03;0,59;0,48;0,52;11,0;0,45;2,0;0,5;0,48
Denmark Division 2;Denmark;67,0;67,0;2,55;0,67;0,28;0,85;1,42;1,13;0,56;0,52;0,48;10,0;0,7;3,0;0,67;0,68
Azerbaijan Cup;Azerbaijan;67,0;67,0;2,79;0,66;0,19;0,94;1,49;1,3;0,53;0,48;0,52;20,0;0,65;13,0;0,62;0,63
Republic of Ireland FAI Cup;Ireland;67,0;67,0;3,39;0,62;0,76;1,28;2,07;1,31;0,61;0,39;0,61;25,0;0,32;12,0;0,42;0,37
Northern Ireland Cup;Northern Ireland;67,0;67,0;3,06;0,51;0,4;1,48;1,73;1,33;0,57;0,49;0,51;26,0;0,42;14,0;0,43;0,43
Czechia 5. Liga;Czech Republic;67,0;67,0;3,6;0,58;0,79;1,52;2,19;1,4;0,61;0,63;0,37;9,0;0,67;0,0;0,0;0,33
Republic of Ireland Premier Division;Ireland;67,0;67,0;2,61;0,69;0,25;0,82;1,43;1,18;0,55;0,54;0,46;14,0;0,79;3,0;0,33;0,56
Sweden Cup;Sweden;67,0;67,0;3,37;0,55;0,57;1,51;1,97;1,4;0,58;0,46;0,54;22,0;0,55;11,0;0,36;0,45
Scotland Women Premier League;Scotland;66,0;66,0;3,48;0,62;0,12;1,33;1,8;1,68;0,52;0,5;0,5;15,0;0,07;16,0;0,5;0,28
Brazil Serie A1 Women;Brazil;66,0;66,0;2,67;0,56;0,42;1,16;1,55;1,12;0,58;0,59;0,41;26,0;0,62;8,0;0,62;0,62
India Super Cup;India;66,0;66,0;2,74;0,56;0,53;1,22;1,64;1,11;0,6;0,45;0,55;15,0;0,53;8,0;0,5;0,52
Australia NPL Victoria;Australia;66,0;66,0;2,8;0,52;0,14;1,35;1,47;1,33;0,52;0,56;0,44;4,0;0,75;1,0;1,0;0,88
Ecuador Cup;Ecuador;66,0;65,0;2,23;0,76;0,23;0,53;1,0;1,23;0,45;0,45;0,55;7,0;0,57;13,0;0,46;0,52
Croatia U19 League;Croatia;66,0;66,0;3,27;0,54;0,18;1,51;1,73;1,55;0,53;0,56;0,44;16,0;0,62;7,0;0,43;0,53
Rwanda Womens League;Rwanda;66,0;66,0;2,65;0,66;0,14;0,89;1,39;1,26;0,53;0,44;0,56;8,0;0,38;11,0;0,45;0,41
Greece Super League 2 U19;Greece;65,0;65,0;2,92;0,62;0,4;1,1;1,66;1,26;0,57;0,4;0,6;19,0;0,32;12,0;0,5;0,41
Japan League Cup Women;Japan;65,0;65,0;2,49;0,67;0,06;0,82;1,22;1,28;0,49;0,54;0,46;12,0;0,83;4,0;1,0;0,92
Bulgaria Cup;Bulgaria;65,0;65,0;2,72;0,62;0,54;1,04;1,09;1,63;0,4;0,35;0,65;16,0;0,44;22,0;0,27;0,36
Spain Segunda Division RFEF Play-Offs;Spain;65,0;65,0;2,03;0,78;0,34;0,45;1,18;0,85;0,58;0,4;0,6;7,0;0,57;0,0;0,0;0,29
South Korea K3 League;South Korea;65,0;65,0;2,62;0,66;0,25;0,88;1,43;1,18;0,55;0,51;0,49;7,0;0,57;0,0;0,0;0,29
Myanmar National League;Myanmar;65,0;63,0;3,52;0,6;0,42;1,39;1,55;1,97;0,44;0,6;0,4;11,0;0,36;13,0;0,46;0,41
Australia Cup;Australia;65,0;65,0;3,35;0,59;0,46;1,39;1,45;1,91;0,43;0,51;0,49;6,0;0,67;23,0;0,43;0,55
FIFA Club World Cup;International (World);65,0;65,0;3,02;0,72;0,65;0,83;1,83;1,18;0,61;0,46;0,54;23,0;0,52;9,0;0,44;0,48
Jamaica Premier League;Jamaica;65,0;65,0;3,12;0,66;0,54;1,07;1,83;1,29;0,59;0,49;0,51;10,0;0,6;5,0;1,0;0,8
France Cup Women;France;64,0;64,0;3,45;0,57;0,33;1,49;1,56;1,89;0,45;0,44;0,56;18,0;0,17;23,0;0,48;0,32
Uganda Super League Women;Uganda;64,0;64,0;2,25;0,72;0,5;0,64;1,38;0,88;0,61;0,33;0,67;14,0;0,36;7,0;0,43;0,39
Türkiye 3.Lig Group 2;Turkey;64,0;64,0;2,53;0,68;0,38;0,81;1,45;1,08;0,57;0,53;0,47;1,0;0,0;0,0;0,0;0,0
Denmark Division 3;Denmark;64,0;64,0;2,92;0,65;0,52;1,03;1,72;1,2;0,59;0,53;0,47;4,0;0,25;2,0;0,0;0,12
Australia New South Wales U20 League;Australia;64,0;64,0;3,75;0,49;0,03;1,9;1,89;1,86;0,5;0,69;0,31;5,0;0,8;1,0;1,0;0,9
Japan Cup Women;Japan;63,0;62,0;2,7;0,63;0,32;1,0;1,51;1,19;0,56;0,49;0,51;23,0;0,61;10,0;0,4;0,5
China Division 1;China;63,0;63,0;2,37;0,7;0,3;0,72;1,33;1,03;0,56;0,44;0,56;11,0;0,45;3,0;0,67;0,56
India Super League;India;63,0;63,0;2,46;0,61;0,33;0,97;1,4;1,06;0,57;0,54;0,46;20,0;0,5;4,0;0,5;0,5
Hong Kong U22 League;Hong Kong;63,0;63,0;3,48;0,58;0,02;1,47;1,73;1,75;0,5;0,6;0,4;7,0;0,57;6,0;0,83;0,7
Vietnam U19 Championship;Vietnam;63,0;63,0;3,51;0,75;0,84;0,87;2,17;1,33;0,62;0,41;0,59;16,0;0,44;11,0;0,55;0,49
Brazil Campeonato Gaucho;Brazil;63,0;63,0;2,32;0,6;0,38;0,92;1,35;0,97;0,58;0,51;0,49;14,0;0,5;4,0;0,25;0,38
Belgium Super League Women;Belgium;63,0;63,0;3,16;0,51;0,05;1,56;1,56;1,6;0,49;0,59;0,41;19,0;0,53;10,0;0,8;0,66
Israel Division 1 Women;Israel;62,0;61,0;3,31;0,64;0,24;1,19;1,77;1,53;0,54;0,44;0,56;24,0;0,5;14,0;0,29;0,39
Australia Victoria Premier League 1;Australia;62,0;62,0;3,34;0,5;0,5;1,66;1,92;1,42;0,57;0,61;0,39;2,0;0,0;0,0;0,0;0,0
Albania Cup;Albania;62,0;62,0;2,26;0,74;0,58;0,59;1,42;0,84;0,63;0,42;0,58;23,0;0,52;1,0;0,0;0,26
Vietnam V-League 2;Vietnam;62,0;62,0;2,37;0,73;0,6;0,64;1,48;0,89;0,63;0,45;0,55;15,0;0,6;4,0;0,5;0,55
Copa Libertadores Women;International (South America);62,0;62,0;2,15;0,84;0,34;0,34;1,24;0,9;0,58;0,26;0,74;23,0;0,39;8,0;0,12;0,26
Georgia Erovnuli Liga;Georgia;62,0;62,0;2,63;0,64;0,11;0,94;1,37;1,26;0,52;0,55;0,45;12,0;0,58;3,0;0,33;0,46
Seychelles Premier League;Seychelles;62,0;61,0;3,15;0,56;0,15;1,37;1,5;1,65;0,48;0,6;0,4;12,0;0,58;3,0;0,67;0,62
Hong Kong 3rd Division;Hong Kong;62,0;62,0;3,68;0,46;0,45;1,97;2,06;1,61;0,56;0,58;0,42;9,0;0,44;8,0;0,5;0,47
Angola Girabola;Angola;62,0;62,0;2,16;0,72;0,39;0,6;1,27;0,89;0,59;0,4;0,6;17,0;0,35;3,0;0,67;0,51
Serbia Cup;Serbia;61,0;60,0;2,84;0,58;0,28;1,2;1,56;1,28;0,55;0,57;0,43;18,0;0,72;11,0;0,36;0,54
Saudi Arabia Cup;Saudi Arabia;61,0;61,0;2,74;0,49;0,18;1,38;1,28;1,46;0,47;0,56;0,44;16,0;0,56;16,0;0,62;0,59
Portugal Campeonato Nacional Women;Brazil;61,0;61,0;2,75;0,55;0,07;1,24;1,34;1,41;0,49;0,52;0,48;20,0;0,6;11,0;0,36;0,48
France Division 2 Women;France;61,0;61,0;2,66;0,52;0,23;1,27;1,44;1,21;0,54;0,54;0,46;5,0;0,6;3,0;0,67;0,63
Oman Sultans Cup;Oman;61,0;60,0;2,03;0,78;0,03;0,45;1,03;1,0;0,51;0,34;0,66;8,0;0,25;4,0;0,5;0,38
Copa Libertadores U20;International (South America);61,0;60,0;3,0;0,64;0,02;1,07;1,49;1,51;0,5;0,54;0,46;18,0;0,56;5,0;0,4;0,48
Australia NPL Victoria Women;Australia;60,0;60,0;3,65;0,49;0,18;1,86;1,73;1,92;0,47;0,62;0,38;5,0;0,4;6,0;0,67;0,53
Brazil Campeonato Carioca;Brazil;60,0;59,0;2,57;0,7;0,47;0,77;1,52;1,05;0,59;0,52;0,48;15,0;0,47;1,0;1,0;0,73
South America - World Cup Qualifying;International (South America);60,0;60,0;2,08;0,89;0,95;0,23;1,52;0,57;0,73;0,32;0,68;28,0;0,29;6,0;1,0;0,64
Vietnam Cup;Vietnam;60,0;60,0;2,5;0,66;0,17;0,85;1,33;1,17;0,53;0,52;0,48;16,0;0,44;3,0;0,33;0,39
Colombia Liga Femenina;Colombia;60,0;60,0;2,47;0,63;0,6;0,92;1,53;0,93;0,62;0,43;0,57;20,0;0,35;12,0;0,67;0,51
Iceland League Cup B;Iceland;60,0;60,0;4,87;0,45;0,5;2,65;2,68;2,18;0,55;0,75;0,25;12,0;0,42;10,0;0,6;0,51
Algeria Elite Championship Women;Algeria;60,0;60,0;3,25;0,73;1,18;0,89;2,22;1,03;0,68;0,35;0,65;25,0;0,4;14,0;0,5;0,45
Finland Ykkoscup;Finland;59,0;59,0;2,78;0,6;0,2;1,11;1,49;1,29;0,54;0,63;0,37;7,0;0,43;2,0;1,0;0,71
Iceland Pre-Season Cup;Iceland;59,0;59,0;4,63;0,43;0,56;2,65;2,59;2,03;0,56;0,78;0,22;17,0;0,82;11,0;0,91;0,87
USA NWSL Women;USA;59,0;59,0;2,47;0,57;0,37;1,06;1,42;1,05;0,58;0,47;0,53;5,0;0,6;1,0;1,0;0,8
Fiji Cup;Fiji;59,0;59,0;2,59;0,79;0,69;0,54;1,64;0,95;0,63;0,39;0,61;8,0;0,25;2,0;1,0;0,62
Brazil Campeonato Mineiro;Brazil;59,0;59,0;2,32;0,79;0,12;0,5;1,1;1,22;0,47;0,51;0,49;11,0;0,55;6,0;0,83;0,69
Lebanon League;Lebanon;59,0;58,0;2,22;0,69;0,22;0,69;1,0;1,22;0,45;0,32;0,68;15,0;0,4;14,0;0,5;0,45
