period;Rank;Team;Rating;Average_Rank;Average_Rating;One_Year_Rank_Change;One_Year_Rating_Change;Matches_Total;Matches_Home;Matches_Away;Matches_Neutral;Matches_Wins;Matches_Losses;Matches_Draws;Goals_For;Goals_Against
2025-12-31;104;Uganda;1394;74;1483;4,0;-1,0;736;251;257;228;304;238;194;1108;887
2025-12-31;105;Armenia;1389;102;1419;-3,0;-22,0;280;112;132;36;66;157;57;280;535
2025-12-31;106;Mozambique;1387;116;1332;-16,0;-60,0;441;166;176;99;139;191;111;465;576
2025-12-31;107;Equatorial Guinea;1383;151;1157;-25,0;-113,0;193;80;64;49;55;95;43;180;286
2025-12-31;108;Faroe Islands;1380;122;1252;38,0;103,0;280;119;138;23;49;194;37;210;639
2025-12-31;109;North Korea;1375;62;1568;4,0;-12,0;417;50;149;218;175;127;115;641;447
2025-12-31;109;Comoros;1375;186;937;-10,0;-49,0;156;29;34;93;40;80;36;144;245
2025-12-31;111;Zambia;1371;59;1552;-8,0;-37,0;878;282;359;237;393;260;225;1389;949
2025-12-31;112;Madagascar;1368;104;1366;27,0;81,0;354;120;120;114;135;142;77;488;529
2025-12-31;112;Thailand;1368;112;1317;-18,0;-62,0;932;387;199;346;365;358;209;1483;1405
2025-12-31;114;Estonia;1359;94;1353;3,0;-17,0;537;229;254;54;132;286;119;530;959
2025-12-31;115;Sudan;1355;90;1444;-3,0;-33,0;552;154;204;194;187;224;141;627;727
2025-12-31;116;Reunion;1345;125;1183;8,0;0,0;139;53;38;48;55;55;29;237;252
2025-12-31;117;Sierra Leone;1344;104;1368;21,0;49,0;334;115;139;80;97;149;88;328;470
2025-12-31;117;Kenya;1344;90;1379;-11,0;-58,0;777;291;283;203;292;293;192;1069;1060
2025-12-31;119;Togo;1343;89;1440;-5,0;-38,0;491;179;198;114;156;210;125;530;671
2025-12-31;120;Zimbabwe;1342;78;1462;-5,0;-36,0;549;190;222;137;205;183;161;734;661
2025-12-31;120;Martinique;1342;79;1459;-20,0;-76,0;368;135;125;108;167;114;87;674;483
2025-12-31;120;Tanzania;1342;117;1295;-16,0;-65,0;655;244;236;175;192;278;185;746;961
2025-12-31;123;Indonesia;1341;101;1361;8,0;21,0;780;248;192;340;296;331;153;1309;1268
2025-12-31;124;Azerbaijan;1339;107;1398;-17,0;-59,0;320;114;152;54;65;175;80;256;540
2025-12-31;125;Guadeloupe;1338;91;1408;1,0;3,0;293;92;89;112;128;114;51;507;410
2025-12-31;126;Lebanon;1332;108;1333;-1,0;-7,0;420;140;144;136;123;185;112;507;619
2025-12-31;127;Vietnam;1329;120;1298;8,0;23,0;523;172;131;220;220;200;103;916;770
2025-12-31;128;Nicaragua;1328;146;1030;-9,0;-35,0;250;63;97;90;54;165;31;257;614
2025-12-31;129;Kuwait;1327;83;1469;-1,0;-6,0;761;269;175;317;321;248;192;1196;878
2025-12-31;130;El Salvador;1324;71;1472;-19,0;-66,0;683;210;208;265;226;305;152;860;1020
2025-12-31;131;Zanzibar;1321;145;1118;-1,0;0,0;217;37;45;135;39;131;47;186;458
2025-12-31;132;Malaysia;1313;122;1288;20,0;58,0;928;390;240;298;362;355;211;1512;1345
2025-12-31;132;Kyrgyzstan;1313;156;1201;11,0;32,0;188;47;74;67;55;103;30;206;331
2025-12-31;134;Namibia;1311;136;1271;-1,0;-8,0;302;102;120;80;77;134;91;295;422
2025-12-31;134;Mauritania;1311;155;1114;-16,0;-53,0;297;91;102;104;55;172;70;214;524
2025-12-31;136;Rwanda;1309;144;1206;-16,0;-47,0;288;105;100;83;88;126;74;292;364
2025-12-31;137;Cyprus;1302;101;1378;0,0;1,0;425;235;184;6;82;270;73;381;928
2025-12-31;138;Liberia;1300;112;1342;12,0;35,0;338;145;143;50;90;173;75;313;516
2025-12-31;139;Tajikistan;1296;123;1334;-3,0;-9,0;209;54;84;71;79;86;44;300;294
2025-12-31;140;New Caledonia;1294;103;1357;11,0;33,0;284;87;71;126;141;109;34;739;418
2025-12-31;141;Dominican Republic;1293;167;1058;-2,0;6,0;187;84;63;40;69;88;30;296;300
2025-12-31;142;Moldova;1288;109;1392;-20,0;-67,0;298;113;144;41;60;170;68;242;515
2025-12-31;143;Latvia;1286;87;1400;4,0;10,0;455;191;211;53;126;219;110;533;752
2025-12-31;144;Botswana;1285;150;1166;-22,0;-70,0;366;164;136;66;97;165;104;310;487
2025-12-31;145;Malta;1278;118;1323;4,0;9,0;452;245;181;26;65;311;76;295;1013
2025-12-31;146;Lithuania;1276;91;1319;-4,0;-7,0;414;168;205;41;105;228;81;412;755
2025-12-31;147;Guyana;1275;104;1293;6,0;31,0;454;179;194;81;140;224;90;584;789
2025-12-31;148;Ethiopia;1264;99;1394;0,0;-11,0;470;213;163;94;168;199;103;651;690
2025-12-31;149;Malawi;1252;115;1328;-15,0;-57,0;697;306;242;149;232;263;202;816;899
2025-12-31;150;Guinea-Bissau;1244;125;1282;-21,0;-86,0;213;66;62;85;58;103;52;214;314
2025-12-31;151;Burundi;1239;124;1286;-7,0;-41,0;238;51;87;100;72;111;55;266;329
2025-12-31;152;Central African Republic;1238;124;1295;-11,0;-47,0;162;32;67;63;36;93;33;180;322
2025-12-31;153;Cuba;1229;83;1439;-9,0;-51,0;483;103;211;169;185;189;109;675;681
2025-12-31;154;French Guiana;1223;125;1246;2,0;0,0;190;66;67;57;57;92;41;280;328
2025-12-31;155;Turkmenistan;1217;116;1360;6,0;12,0;186;42;75;69;71;81;34;287;279
2025-12-31;156;Lesotho;1216;151;1179;-1,0;-14,0;350;113;147;90;69;179;102;277;574
2025-12-31;156;Mayotte;1216;157;1201;3,0;0,0;41;2;11;28;13;17;11;55;59
2025-12-31;158;Eswatini;1211;153;1168;0,0;-7,0;322;122;131;69;71;156;95;296;538
2025-12-31;159;Congo;1207;83;1472;-3,0;-16,0;474;180;188;106;173;186;115;679;662
2025-12-31;160;Tahiti;1176;102;1387;0,0;-30,0;254;58;71;125;136;82;36;693;383
2025-12-31;161;St Vincent & Grenadines;1171;110;1323;6,0;42,0;363;138;134;91;130;149;84;562;643
2025-12-31;162;Philippines;1155;135;1068;9,0;35,0;394;108;126;160;97;238;59;421;1020
2025-12-31;163;Yemen;1151;144;1212;6,0;26,0;294;56;87;151;65;173;56;302;573
2025-12-31;164;Eritrea;1139;164;1158;1,0;0,0;84;20;27;37;15;50;19;57;136
2025-12-31;165;Hong Kong;1135;123;1288;1,0;-1,0;511;182;150;179;177;232;102;813;869
2025-12-31;165;Papua New Guinea;1135;165;1091;8,0;31,0;165;30;43;92;54;80;31;352;356
2025-12-31;167;South Sudan;1134;179;1086;3,0;13,0;79;16;29;34;12;51;16;51;144
2025-12-31;167;Puerto Rico;1134;169;935;4,0;14,0;193;71;67;55;44;120;29;223;488
2025-12-31;169;Singapore;1131;134;1228;9,0;55,0;769;319;185;265;240;372;157;1030;1394
2025-12-31;170;India;1123;110;1342;-8,0;-52,0;607;176;170;261;219;260;128;834;993
2025-12-31;171;Grenada;1122;101;1371;8,0;58,0;306;114;115;77;103;125;78;490;548
2025-12-31;172;Chad;1120;135;1245;-9,0;-46,0;180;44;58;78;35;103;42;165;332
2025-12-31;172;Bermuda;1120;128;1284;-8,0;-22,0;234;106;82;46;79;110;45;375;412
2025-12-31;174;Vanuatu;1114;156;1104;8,0;69,0;225;52;51;122;70;124;31;400;482
2025-12-31;175;Fiji;1108;129;1247;-21,0;-125,0;286;106;63;117;126;105;55;644;459
2025-12-31;176;Belize;1105;139;1114;-1,0;9,0;127;44;44;39;32;72;23;135;239
2025-12-31;177;Mauritius;1091;107;1336;6,0;55,0;357;123;151;83;100;174;83;450;572
2025-12-31;178;Solomon Islands;1090;147;1183;-10,0;-36,0;221;59;62;100;94;90;37;476;414
2025-12-31;179;Andorra;1083;182;1050;-2,0;0,0;226;91;103;32;14;181;31;75;537
2025-12-31;180;Sao Tome and Principe;1056;174;1056;1,0;10,0;80;24;35;21;11;58;11;59;209
2025-12-31;181;Afghanistan;1035;167;919;-5,0;-53,0;163;8;65;90;37;88;38;150;329
2025-12-31;182;Gibraltar;1017;178;1083;-2,0;-38,0;114;38;48;28;16;83;15;62;341
2025-12-31;183;Saint Lucia;1008;125;1242;1,0;-26,0;263;89;107;67;90;131;42;360;479
2025-12-31;184;Saint Kitts and Nevis;1005;138;1175;-10,0;-98,0;250;121;79;50;103;100;47;427;390
2025-12-31;184;Somaliland;1005;188;1004;2,0;0,0;2;0;0;2;1;0;1;4;3
2025-12-31;186;Saint Martin;1003;187;982;-1,0;-15,0;84;18;35;31;31;44;9;130;190
2025-12-31;187;Western Sahara;996;189;996;0,0;0,0;1;0;1;0;0;1;0;0;6
2025-12-31;188;Montserrat;971;191;640;1,0;21,0;74;15;26;33;18;48;8;76;235
2025-12-31;189;Somalia;961;165;1073;13,0;66,0;148;10;47;91;15;112;21;78;375
2025-12-31;190;Sint Maarten;956;187;908;4,0;24,0;73;16;25;32;22;39;12;104;192
2025-12-31;191;Aruba;949;125;1199;10,0;47,0;205;83;80;42;50;111;44;290;465
2025-12-31;192;Greenland;946;185;975;-1,0;0,0;22;2;7;13;5;16;1;35;50
2025-12-31;193;Myanmar;945;125;1245;3,0;27,0;550;118;137;295;216;230;104;888;950
2025-12-31;194;Bangladesh;940;181;980;5,0;34,0;324;92;94;138;87;164;73;298;579
2025-12-31;195;Dominica;938;132;1197;-7,0;-39,0;244;69;97;78;60;131;53;288;486
2025-12-31;196;Barbados;921;121;1244;-7,0;-29,0;373;168;132;73;117;160;96;489;610
2025-12-31;197;Nepal;919;190;889;-4,0;-18,0;294;74;90;130;68;173;53;247;664
2025-12-31;198;Djibouti;915;178;871;-6,0;-27,0;119;28;38;53;10;98;11;82;420
2025-12-31;199;Monaco;903;199;900;1,0;0,0;9;0;1;8;4;2;3;11;15
2025-12-31;200;Liechtenstein;900;167;1115;-2,0;-13,0;255;114;124;17;18;205;32;102;718
2025-12-31;201;Antigua and Barbuda;894;145;1180;-4,0;-23,0;285;116;101;68;95;136;54;394;491
2025-12-31;202;Taiwan;866;144;1171;-7,0;-58,0;338;95;109;134;96;190;52;464;785
2025-12-31;203;Cambodia;844;157;1059;2,0;-5,0;316;80;93;143;71;200;45;361;816
2025-12-31;204;Seychelles;842;181;988;0,0;-17,0;188;51;58;79;26;130;32;143;423
2025-12-31;205;Maldives;841;191;885;-2,0;-48,0;238;62;82;94;66;133;39;287;533
2025-12-31;206;San Marino;833;195;918;0,0;-15,0;224;107;110;7;3;210;11;41;889
2025-12-31;207;Pakistan;830;154;1102;2,0;4,0;283;62;96;125;63;169;51;271;640
2025-12-31;208;Bonaire;822;150;1037;-1,0;-16,0;101;17;52;32;23;66;12;113;251
2025-12-31;209;Cayman Islands;806;183;1002;-1,0;-22,0;126;58;38;30;25;77;24;122;308
2025-12-31;210;Sri Lanka;782;161;933;6,0;56,0;283;70;88;125;56;177;50;271;691
2025-12-31;210;Chagos Islands;782;211;784;1,0;0,0;4;0;0;4;1;2;1;8;10
2025-12-31;212;Tuvalu;756;204;745;0,0;0,0;34;0;4;30;9;21;4;47;182
2025-12-31;213;Sint Eustatius;737;213;753;0,0;0,0;11;3;8;0;5;2;4;33;30
2025-12-31;214;Mongolia;729;190;843;0,0;0,0;100;22;37;41;21;68;11;100;282
2025-12-31;215;Samoa;728;211;658;0,0;0,0;77;28;15;34;23;50;4;109;279
2025-12-31;216;Saint Barthelemy;725;217;705;1,0;0,0;10;7;3;0;4;5;1;25;29
2025-12-31;217;Bahamas;719;190;873;-7,0;-73,0;88;30;31;27;17;60;11;89;287
2025-12-31;218;Guam;713;207;693;0,0;0,0;128;25;42;61;30;85;13;161;577
2025-12-31;219;Laos;708;186;896;0,0;8,0;234;48;69;117;42;157;35;234;739
2025-12-31;220;Wallis and Futuna;699;201;699;0,0;0,0;24;0;5;19;5;19;0;23;109
2025-12-31;221;British Virgin Islands;693;207;789;7,0;67,0;135;35;61;39;22;90;23;122;397
2025-12-31;222;Vatican;692;218;697;-1,0;0,0;5;0;0;5;0;3;2;1;6
2025-12-31;223;Saba;691;223;674;-1,0;0,0;8;5;3;0;2;4;2;25;26
2025-12-31;224;East Timor;680;226;629;1,0;20,0;89;5;45;39;11;71;7;79;282
2025-12-31;225;Saint Pierre and Miquelon;677;223;678;-2,0;0,0;7;0;0;7;0;7;0;2;78
2025-12-31;226;Turks and Caicos Islands;657;211;767;0,0;9,0;56;16;22;18;13;37;6;54;197
2025-12-31;227;Brunei;655;201;778;-3,0;-12,0;150;29;42;79;27;110;13;118;483
2025-12-31;228;Anguilla;645;224;555;2,0;24,0;115;31;50;34;15;86;14;71;408
2025-12-31;229;Tibet;629;208;666;-2,0;0,0;10;0;3;7;0;9;1;8;38
2025-12-31;230;Cook Islands;622;206;682;-1,0;0,0;56;4;14;38;13;39;4;50;276
2025-12-31;231;US Virgin Islands;618;219;686;2,0;31,0;79;27;34;18;9;57;13;50;296
2025-12-31;232;Bhutan;614;219;599;-2,0;-7,0;114;20;39;55;11;95;8;65;414
2025-12-31;233;Macao;595;174;947;-1,0;-4,0;159;51;50;58;24;118;17;140;480
2025-12-31;234;Christmas Island;578;228;577;0,0;0,0;10;6;4;0;7;2;1;29;8
2025-12-31;235;Falkland Islands;571;229;585;0,0;0,0;4;0;1;3;0;4;0;0;25
2025-12-31;236;FS Micronesia;563;230;571;0,0;0,0;8;1;3;4;1;7;0;8;64
2025-12-31;237;Marshall Islands;559;237;559;;;2;0;0;2;0;2;0;2;7
2025-12-31;238;Kiribati;544;219;578;-1,0;0,0;11;0;2;9;0;10;1;7;126
2025-12-31;239;Tonga;520;213;652;-1,0;0,0;70;10;15;45;16;48;6;82;265
2025-12-31;240;Niue;496;225;496;-1,0;0,0;2;0;0;2;0;2;0;0;33
2025-12-31;241;Northern Mariana Islands;432;233;513;-1,0;0,0;36;7;11;18;5;28;3;43;153
2025-12-31;242;Cocos Islands;422;234;423;-1,0;0,0;10;4;6;0;2;7;1;8;29
2025-12-31;243;Palau;402;237;402;-1,0;0,0;2;2;0;0;0;2;0;3;27
2025-12-31;244;Eastern Samoa;388;226;468;-1,0;0,0;57;0;15;42;5;50;2;34;374
2026-06-02;1;Spain;2165;7;1946;0,0;15,0;780;340;302;138;461;138;181;1591;697
2026-06-02;2;Argentina;2113;5;1987;0,0;-28,0;1109;381;419;309;610;228;271;2112;1136
2026-06-02;3;France;2081;16;1795;0,0;51,0;938;473;341;124;474;269;195;1706;1272
2026-06-02;4;England;2020;4;1983;0,0;9,0;1160;509;524;127;683;215;262;2719;1118
2026-06-02;5;Brazil;1988;4;1998;0,0;-5,0;1066;373;346;347;671;172;223;2300;956
2026-06-02;6;Portugal;1984;19;1797;0,0;-4,0;694;320;262;112;346;189;159;1222;779
2026-06-02;7;Colombia;1977;48;1621;2,0;26,0;649;185;229;235;266;205;178;845;742
2026-06-02;8;Netherlands;1961;15;1848;0,0;-5,0;901;429;358;114;465;239;197;1892;1142
2026-06-02;9;Ecuador;1935;64;1525;4,0;25,0;599;183;211;205;184;254;161;721;904
2026-06-02;10;Germany;1925;8;1911;-3,0;-62,0;1046;470;415;161;605;224;217;2356;1232
2026-06-02;11;Norway;1917;38;1623;10,0;88,0;887;426;409;52;335;355;197;1376;1444
2026-06-02;12;Croatia;1908;12;1881;0,0;-3,0;399;157;167;75;209;84;106;694;403
2026-06-02;13;Turkey;1906;42;1611;5,0;69,0;670;291;300;79;264;250;156;951;969
2026-06-02;13;Japan;1906;62;1467;1,0;30,0;836;332;207;297;409;257;170;1518;985
2026-06-02;15;Switzerland;1894;27;1690;9,0;82,0;896;426;392;78;320;373;203;1339;1483
2026-06-02;16;Uruguay;1892;12;1876;-6,0;-29,0;1019;336;432;251;446;321;252;1610;1254
2026-06-02;17;Belgium;1888;24;1755;-1,0;45,0;877;415;376;86;391;302;184;1601;1359
2026-06-02;18;Denmark;1870;20;1799;-3,0;8,0;903;413;396;94;419;298;186;1650;1220
2026-06-02;19;Mexico;1867;20;1782;4,0;50,0;1029;297;273;459;534;258;237;1824;1055
2026-06-02;19;Senegal;1867;56;1591;11,0;108,0;705;221;260;224;319;193;193;969;672
2026-06-02;21;Italy;1856;8;1915;-10,0;-58,0;901;407;323;171;479;177;245;1579;894
2026-06-02;22;Paraguay;1832;23;1755;5,0;33,0;788;214;365;209;276;303;209;1002;1115
2026-06-02;23;Austria;1830;20;1810;-5,0;-7,0;866;432;383;51;371;310;185;1561;1321
2026-06-02;24;Morocco;1822;43;1657;2,0;16,0;728;318;219;191;364;165;199;1103;614
2026-06-02;25;Canada;1793;49;1599;4,0;15,0;489;153;200;136;190;185;114;628;623
2026-06-02;26;Ukraine;1785;31;1745;-1,0;-24,0;339;134;145;60;154;90;95;477;356
2026-06-02;27;Australia;1774;35;1672;9,0;38,0;636;271;223;142;326;180;130;1289;715
2026-06-02;28;Scotland;1770;14;1879;6,0;28,0;868;403;413;52;412;268;188;1499;1076
2026-06-02;29;Nigeria;1769;38;1668;37,0;200,0;715;241;262;212;332;179;204;1078;721
2026-06-02;30;Russia;1766;24;1742;-2,0;-25,0;813;311;383;119;430;174;209;1476;779
2026-06-02;31;Iran;1764;40;1658;-11,0;-66,0;669;223;195;251;383;132;154;1273;525
2026-06-02;32;South Korea;1756;35;1687;0,0;10,0;1051;353;255;443;572;221;258;1912;964
2026-06-02;33;Greece;1752;49;1559;-12,0;-77,0;656;298;295;63;251;249;156;833;906
2026-06-02;34;Algeria;1743;48;1621;11,0;35,0;688;261;233;194;309;196;183;1052;703
2026-06-02;35;Serbia;1742;20;1787;-19,0;-101,0;861;302;423;136;403;266;192;1617;1176
2026-06-02;36;Czechia;1733;13;1855;-5,0;-22,0;883;361;416;106;425;261;197;1626;1098
2026-06-02;36;United States;1733;41;1642;5,0;11,0;826;488;253;85;367;286;173;1249;1075
2026-06-02;36;Panama;1733;99;1362;4,0;10,0;592;200;228;164;196;252;144;738;912
2026-06-02;39;Venezuela;1727;84;1432;-5,0;-15,0;481;179;179;123;129;245;107;521;872
2026-06-02;40;Uzbekistan;1718;60;1596;7,0;21,0;366;130;129;107;180;111;75;635;400
2026-06-02;41;Sweden;1714;17;1795;-5,0;-22,0;1119;489;500;130;549;336;234;2227;1485
2026-06-02;41;Kosovo;1714;102;1420;18,0;115,0;108;48;40;20;42;43;23;153;147
2026-06-02;43;Poland;1711;30;1712;3,0;7,0;920;396;410;114;400;296;224;1562;1241
2026-06-02;44;Chile;1710;28;1678;-3,0;-12,0;852;328;307;217;318;346;188;1194;1216
2026-06-02;45;Hungary;1703;20;1835;-1,0;-12,0;1033;467;492;74;487;324;222;2069;1525
2026-06-02;46;Egypt;1699;37;1662;4,0;33,0;884;354;281;249;447;216;221;1545;921
2026-06-02;47;Wales;1698;22;1671;-11,0;-38,0;733;345;356;32;236;331;166;917;1173
2026-06-02;48;Peru;1695;34;1679;-9,0;-29,0;708;266;253;189;228;304;176;857;987
2026-06-02;49;Slovenia;1694;54;1625;-16,0;-50,0;319;144;145;30;116;117;86;399;378
2026-06-02;49;Ireland;1694;24;1626;4,0;60,0;742;378;304;60;262;287;193;978;1160
2026-06-02;51;Jordan;1685;111;1324;4,0;66,0;584;201;193;190;207;219;158;730;715
2026-06-02;52;Ivory Coast;1676;45;1640;11,0;85,0;692;241;237;214;348;166;178;1130;695
2026-06-02;53;Slovakia;1674;40;1681;-4,0;-10,0;367;157;166;44;150;131;86;519;458
2026-06-02;54;DR Congo;1655;62;1557;14,0;89,0;547;166;225;156;226;171;150;835;641
2026-06-02;55;Georgia;1653;70;1553;-12,0;-64,0;319;139;148;32;106;146;67;412;443
2026-06-02;56;Albania;1646;73;1504;-2,0;13,0;408;190;185;33;116;207;85;396;602
2026-06-02;57;Bolivia;1645;60;1509;-5,0;-6,0;536;189;205;142;122;293;121;551;1052
2026-06-02;58;Israel;1634;49;1621;3,0;38,0;523;249;212;62;196;207;120;803;764
2026-06-02;59;Tunisia;1633;47;1616;-3,0;15,0;776;337;252;187;330;230;216;1105;840
2026-06-02;60;Romania;1627;29;1717;-12,0;-58,0;800;332;376;92;354;247;199;1303;1018
2026-06-02;61;Cameroon;1613;53;1604;3,0;25,0;661;184;247;230;287;172;202;952;712
2026-06-02;62;Costa Rica;1611;36;1689;-11,0;-41,0;790;259;282;249;356;243;191;1369;919
2026-06-02;63;Iraq;1608;47;1622;12,0;69,0;760;139;231;390;360;189;211;1203;707
2026-06-02;64;Northern Ireland;1601;40;1655;6,0;44,0;610;276;297;37;171;289;150;643;925
2026-06-02;65;Mali;1596;70;1523;-7,0;-16,0;624;195;234;195;249;205;170;824;716
2026-06-02;66;Bosnia and Herzegovina;1591;53;1626;13,0;65,0;280;118;136;26;104;111;65;393;385
2026-06-02;67;North Macedonia;1589;74;1534;-10,0;-24,0;305;141;134;30;95;131;79;364;411
2026-06-02;68;New Zealand;1585;66;1499;-6,0;-10,0;439;135;189;115;181;179;79;767;645
2026-06-02;69;Cape Verde;1576;120;1302;11,0;76,0;252;80;91;81;95;97;60;270;278
2026-06-02;70;Honduras;1571;63;1500;-1,0;11,0;667;212;217;238;263;231;173;964;857
2026-06-02;71;Iceland;1569;81;1425;6,0;38,0;526;216;251;59;160;262;104;635;882
2026-06-02;72;Saudi Arabia;1566;76;1500;-7,0;-10,0;838;324;151;363;396;247;195;1283;896
2026-06-02;73;Angola;1543;86;1456;3,0;7,0;473;166;184;123;175;140;158;575;489
2026-06-02;74;Finland;1540;62;1500;0,0;0,0;824;337;429;58;217;440;167;971;1697
2026-06-02;74;United Arab Emirates;1540;98;1395;-2,0;-1,0;674;287;141;246;263;238;173;933;831
2026-06-02;76;Haiti;1532;81;1418;-5,0;-21,0;561;181;196;184;246;197;118;957;759
2026-06-02;77;Burkina Faso;1530;98;1402;6,0;38,0;491;154;186;151;170;191;130;612;672
2026-06-02;78;Jamaica;1527;83;1413;-12,0;-42,0;718;272;268;178;280;272;166;960;941
2026-06-02;79;South Africa;1518;32;1707;-19,0;-80,0;525;276;161;88;231;141;153;719;542
2026-06-02;80;Guatemala;1514;68;1486;4,0;23,0;626;205;180;241;225;235;166;877;852
2026-06-02;81;Belarus;1513;80;1505;3,0;22,0;306;103;158;45;90;137;79;342;442
2026-06-02;82;Ghana;1503;42;1651;5,0;26,0;778;247;297;234;370;213;195;1247;822
2026-06-02;83;Syria;1491;86;1428;11,0;52,0;597;125;223;249;223;226;148;858;756
2026-06-02;84;Oman;1490;128;1211;-12,0;-51,0;592;230;144;218;222;218;152;753;780
2026-06-02;85;Guinea;1469;72;1516;8,0;18,0;645;172;263;210;251;210;184;953;803
2026-06-02;85;Palestine;1469;121;1255;10,0;42,0;290;19;111;160;84;128;78;370;446
2026-06-02;87;Bulgaria;1461;41;1633;3,0;1,0;780;299;399;82;286;300;194;1092;1150
2026-06-02;88;Northern Cyprus;1457;84;1463;4,0;0,0;17;5;3;9;9;6;2;30;23
2026-06-02;89;Montenegro;1453;60;1597;-11,0;-74,0;173;91;77;5;58;73;42;203;237
2026-06-02;90;Luxembourg;1436;108;1256;1,0;-22,0;473;257;200;16;54;357;62;308;1224
2026-06-02;91;Curaçao;1433;97;1381;37,0;110,0;499;173;177;149;201;174;124;880;771
2026-06-02;92;Suriname;1431;84;1404;10,0;30,0;543;231;222;90;239;175;129;986;740
2026-06-02;93;Kazakhstan;1430;101;1420;3,0;5,0;270;103;121;46;70;142;58;283;450
2026-06-02;94;Benin;1429;109;1356;5,0;21,0;352;129;142;81;87;181;84;364;617
2026-06-02;95;Kurdistan;1425;100;1425;1,0;0,0;4;2;0;2;3;0;1;12;3
2026-06-02;96;China;1423;50;1577;6,0;22,0;762;271;264;227;368;231;163;1420;861
2026-06-02;96;Qatar;1423;93;1416;-14,0;-75,0;698;328;147;223;289;233;176;993;826
2026-06-02;98;Libya;1420;82;1470;13,0;35,0;459;164;166;129;166;185;108;621;611
2026-06-02;99;Gambia;1419;118;1309;17,0;46,0;299;108;100;91;81;136;82;319;433
2026-06-02;100;Bahrain;1418;109;1349;-20,0;-82,0;636;218;158;260;223;247;166;780;824
2026-06-02;101;Gabon;1401;95;1413;-13,0;-65,0;462;184;154;124;159;174;129;551;567
2026-06-02;102;Uganda;1394;75;1482;7,0;5,0;736;251;257;228;304;238;194;1108;887
2026-06-02;103;Niger;1393;133;1239;27,0;71,0;290;100;117;73;65;157;68;286;515
2026-06-02;104;Equatorial Guinea;1391;151;1159;-18,0;-99,0;195;80;64;51;56;95;44;182;287
2026-06-02;105;Trinidad and Tobago;1388;61;1505;0,0;-7,0;871;344;364;163;375;303;193;1446;1127
2026-06-02;106;Madagascar;1382;104;1366;30,0;84,0;356;120;120;116;136;142;78;494;532
2026-06-02;107;Faroe Islands;1381;122;1252;40,0;110,0;281;119;139;23;50;194;37;212;640
2026-06-02;108;Armenia;1379;102;1418;2,0;-7,0;281;113;132;36;66;158;57;281;537
2026-06-02;109;Thailand;1376;112;1317;3,0;-7,0;933;388;199;346;366;358;209;1485;1406
2026-06-02;110;North Korea;1375;63;1566;3,0;-6,0;417;50;149;218;175;127;115;641;447
2026-06-02;111;Zimbabwe;1372;78;1462;-6,0;-23,0;552;190;223;139;207;184;161;738;663
2026-06-02;111;Mozambique;1372;116;1332;-22,0;-91,0;442;166;176;100;139;192;111;465;580
2026-06-02;113;Zambia;1371;60;1551;-13,0;-35,0;879;282;360;237;393;261;225;1389;954
2026-06-02;114;Comoros;1363;186;941;-16,0;-51,0;158;29;35;94;40;81;37;144;246
2026-06-02;115;Togo;1359;90;1439;3,0;-12,0;493;179;198;116;157;210;126;533;673
2026-06-02;116;Kenya;1356;90;1379;-2,0;-22,0;779;291;283;205;293;293;193;1073;1061
2026-06-02;117;Vietnam;1351;120;1298;3,0;-8,0;525;174;131;220;222;200;103;922;771
2026-06-02;118;Sudan;1350;90;1444;-14,0;-46,0;553;154;204;195;187;225;141;628;730
2026-06-02;119;Sierra Leone;1348;104;1368;8,0;23,0;335;115;140;80;97;149;89;329;471
2026-06-02;120;Reunion;1345;125;1184;3,0;0,0;139;53;38;48;55;55;29;237;252
2026-06-02;121;El Salvador;1342;72;1471;-14,0;-51,0;685;210;209;266;227;305;153;863;1022
2026-06-02;122;Azerbaijan;1340;107;1397;-3,0;-28,0;322;116;152;54;66;175;81;263;542
2026-06-02;123;Estonia;1339;94;1353;-15,0;-52,0;539;229;255;55;132;287;120;531;962
2026-06-02;124;Guadeloupe;1338;91;1408;-9,0;-38,0;293;92;89;112;128;114;51;507;410
2026-06-02;125;Rwanda;1337;144;1206;3,0;14,0;290;107;100;83;90;126;74;298;364
2026-06-02;126;Nicaragua;1334;146;1031;9,0;17,0;252;63;99;90;54;166;32;258;617
2026-06-02;127;Lebanon;1332;108;1333;-1,0;-7,0;420;140;144;136;123;185;112;507;619
2026-06-02;128;Indonesia;1331;101;1361;-3,0;-11,0;782;250;192;340;297;332;153;1313;1269
2026-06-02;129;Kuwait;1327;83;1468;1,0;5,0;761;269;175;317;321;248;192;1196;878
2026-06-02;130;Zanzibar;1321;145;1119;4,0;0,0;217;37;45;135;39;131;47;186;458
2026-06-02;131;Tanzania;1313;117;1295;-30,0;-91,0;658;244;237;177;193;280;185;752;963
2026-06-02;132;Martinique;1312;80;1458;-16,0;-61,0;371;136;125;110;167;116;88;676;488
2026-06-02;133;Mauritania;1311;155;1115;-11,0;-35,0;298;91;103;104;55;173;70;215;526
2026-06-02;134;Namibia;1303;136;1272;-13,0;-49,0;304;102;121;81;77;135;92;295;424
2026-06-02;135;Latvia;1301;87;1399;3,0;11,0;457;192;212;53;128;219;110;535;752
2026-06-02;135;Cyprus;1301;102;1378;2,0;4,0;427;237;184;6;83;271;73;384;931
2026-06-02;137;Liberia;1297;112;1342;14,0;34,0;340;145;143;52;90;174;76;315;519
